"","X","Latitude","Longitude","year","direction","T_final","Tmax_p","RMI_p","elevation1"
"34",34,38.54142,-78.42159,"year_2014","NW",24.67581806288,29.3779373168885,15.1913585662842,736.97216796875
"35",35,38.54142,-78.42159,"year_2015","NW",25.41881809288,29.3779373168885,15.1913585662842,736.97216796875
"36",36,38.54142,-78.42159,"year_2016","NW",26.47781811288,29.3779373168885,15.1913585662842,736.97216796875
"37",37,38.54163808,-78.42239776,"year_2005","NW",26.255205160896,29.4992027282619,18.2658920288086,705.417785644531
"38",38,38.54163808,-78.42239776,"year_2006","NW",26.188203810896,29.4992027282619,18.2658920288086,705.417785644531
"39",39,38.54163808,-78.42239776,"year_2007.","NW",25.126205450896,29.4992027282619,18.2658920288086,705.417785644531
"40",40,38.54163808,-78.42239776,"year_2008","NW",25.647205350896,29.4992027282619,18.2658920288086,705.417785644531
"41",41,38.54163808,-78.42239776,"year_2009","NW",23.550205230896,29.4992027282619,18.2658920288086,705.417785644531
"42",42,38.54163808,-78.42239776,"year_2010","NW",28.504203800896,29.4992027282619,18.2658920288086,705.417785644531
"43",43,38.54163808,-78.42239776,"year_2011","NW",28.101203920896,29.4992027282619,18.2658920288086,705.417785644531
"44",44,38.54163808,-78.42239776,"year_2012","NW",27.939205170896,29.4992027282619,18.2658920288086,705.417785644531
"45",45,38.54163808,-78.42239776,"year_2013","NW",25.699205400896,29.4992027282619,18.2658920288086,705.417785644531
"46",46,38.54163808,-78.42239776,"year_2014","NW",24.923204420896,29.4992027282619,18.2658920288086,705.417785644531
"47",47,38.54163808,-78.42239776,"year_2015","NW",25.666204450896,29.4992027282619,18.2658920288086,705.417785644531
"48",48,38.54163808,-78.42239776,"year_2016","NW",26.725204470896,29.4992027282619,18.2658920288086,705.417785644531
"49",49,38.54241768,-78.42163576,"year_2005","NW",26.132826703632,29.2763442993101,26.4639701843262,721.027282714844
"50",50,38.54241768,-78.42163576,"year_2006","NW",26.065825353632,29.2763442993101,26.4639701843262,721.027282714844
"51",51,38.54241768,-78.42163576,"year_2007.","NW",25.003826993632,29.2763442993101,26.4639701843262,721.027282714844
"52",52,38.54241768,-78.42163576,"year_2008","NW",25.524826893632,29.2763442993101,26.4639701843262,721.027282714844
"53",53,38.54241768,-78.42163576,"year_2009","NW",23.427826773632,29.2763442993101,26.4639701843262,721.027282714844
"54",54,38.54241768,-78.42163576,"year_2010","NW",28.381825343632,29.2763442993101,26.4639701843262,721.027282714844
"55",55,38.54241768,-78.42163576,"year_2011","NW",27.978825463632,29.2763442993101,26.4639701843262,721.027282714844
"56",56,38.54241768,-78.42163576,"year_2012","NW",27.816826713632,29.2763442993101,26.4639701843262,721.027282714844
"57",57,38.54241768,-78.42163576,"year_2013","NW",25.576826943632,29.2763442993101,26.4639701843262,721.027282714844
"58",58,38.54241768,-78.42163576,"year_2014","NW",24.800825963632,29.2763442993101,26.4639701843262,721.027282714844
"59",59,38.54241768,-78.42163576,"year_2015","NW",25.543825993632,29.2763442993101,26.4639701843262,721.027282714844
"60",60,38.54241768,-78.42163576,"year_2016","NW",26.602826013632,29.2763442993101,26.4639701843262,721.027282714844
"61",61,38.54251,-78.42252,"year_2005","NW",26.396870668096,29.4989337921101,22.6258010864258,687.348205566406
"62",62,38.54251,-78.42252,"year_2006","NW",26.329869318096,29.4989337921101,22.6258010864258,687.348205566406
"63",63,38.54251,-78.42252,"year_2007.","NW",25.267870958096,29.4989337921101,22.6258010864258,687.348205566406
"64",64,38.54251,-78.42252,"year_2008","NW",25.788870858096,29.4989337921101,22.6258010864258,687.348205566406
"65",65,38.54251,-78.42252,"year_2009","NW",23.691870738096,29.4989337921101,22.6258010864258,687.348205566406
"66",66,38.54251,-78.42252,"year_2010","NW",28.645869308096,29.4989337921101,22.6258010864258,687.348205566406
"67",67,38.54251,-78.42252,"year_2011","NW",28.242869428096,29.4989337921101,22.6258010864258,687.348205566406
"68",68,38.54251,-78.42252,"year_2012","NW",28.080870678096,29.4989337921101,22.6258010864258,687.348205566406
"69",69,38.54251,-78.42252,"year_2013","NW",25.840870908096,29.4989337921101,22.6258010864258,687.348205566406
"70",70,38.54251,-78.42252,"year_2014","NW",25.064869928096,29.4989337921101,22.6258010864258,687.348205566406
"71",71,38.54251,-78.42252,"year_2015","NW",25.807869958096,29.4989337921101,22.6258010864258,687.348205566406
"72",72,38.54251,-78.42252,"year_2016","NW",26.866869978096,29.4989337921101,22.6258010864258,687.348205566406
"73",73,38.54329987,-78.42293127,"year_2005","SW",27.052367670288,29.6009502410872,16.9001140594482,667.514404296875
"74",74,38.54329987,-78.42293127,"year_2006","SW",26.985366320288,29.6009502410872,16.9001140594482,667.514404296875
"75",75,38.54329987,-78.42293127,"year_2007.","SW",25.923367960288,29.6009502410872,16.9001140594482,667.514404296875
"76",76,38.54329987,-78.42293127,"year_2008","SW",26.444367860288,29.6009502410872,16.9001140594482,667.514404296875
"77",77,38.54329987,-78.42293127,"year_2009","SW",24.347367740288,29.6009502410872,16.9001140594482,667.514404296875
"78",78,38.54329987,-78.42293127,"year_2010","SW",29.301366310288,29.6009502410872,16.9001140594482,667.514404296875
"79",79,38.54329987,-78.42293127,"year_2011","SW",28.898366430288,29.6009502410872,16.9001140594482,667.514404296875
"80",80,38.54329987,-78.42293127,"year_2012","SW",28.736367680288,29.6009502410872,16.9001140594482,667.514404296875
"81",81,38.54329987,-78.42293127,"year_2013","SW",26.496367910288,29.6009502410872,16.9001140594482,667.514404296875
"82",82,38.54329987,-78.42293127,"year_2014","SW",25.720366930288,29.6009502410872,16.9001140594482,667.514404296875
"83",83,38.54329987,-78.42293127,"year_2015","SW",26.463366960288,29.6009502410872,16.9001140594482,667.514404296875
"84",84,38.54329987,-78.42293127,"year_2016","SW",27.522366980288,29.6009502410872,16.9001140594482,667.514404296875
"85",85,38.54333,-78.42371,"year_2005","SW",27.225315180464,29.7586212158184,14.6156148910522,645.454772949219
"86",86,38.54333,-78.42371,"year_2006","SW",27.158313830464,29.7586212158184,14.6156148910522,645.454772949219
"87",87,38.54333,-78.42371,"year_2007.","SW",26.096315470464,29.7586212158184,14.6156148910522,645.454772949219
"88",88,38.54333,-78.42371,"year_2008","SW",26.617315370464,29.7586212158184,14.6156148910522,645.454772949219
"89",89,38.54333,-78.42371,"year_2009","SW",24.520315250464,29.7586212158184,14.6156148910522,645.454772949219
"90",90,38.54333,-78.42371,"year_2010","SW",29.474313820464,29.7586212158184,14.6156148910522,645.454772949219
"91",91,38.54333,-78.42371,"year_2011","SW",29.071313940464,29.7586212158184,14.6156148910522,645.454772949219
"92",92,38.54333,-78.42371,"year_2012","SW",28.909315190464,29.7586212158184,14.6156148910522,645.454772949219
"93",93,38.54333,-78.42371,"year_2013","SW",26.669315420464,29.7586212158184,14.6156148910522,645.454772949219
"94",94,38.54333,-78.42371,"year_2014","SW",25.893314440464,29.7586212158184,14.6156148910522,645.454772949219
"95",95,38.54333,-78.42371,"year_2015","SW",26.636314470464,29.7586212158184,14.6156148910522,645.454772949219
"96",96,38.54333,-78.42371,"year_2016","SW",27.695314490464,29.7586212158184,14.6156148910522,645.454772949219
"97",97,38.54387,-78.41734,"year_2005","SW",25.114705736976,27.8105468749929,13.6864700317383,914.665161132813
"98",98,38.54387,-78.41734,"year_2006","SW",25.047704386976,27.8105468749929,13.6864700317383,914.665161132813
"99",99,38.54387,-78.41734,"year_2007.","SW",23.985706026976,27.8105468749929,13.6864700317383,914.665161132813
"100",100,38.54387,-78.41734,"year_2008","SW",24.506705926976,27.8105468749929,13.6864700317383,914.665161132813
"101",101,38.54387,-78.41734,"year_2009","SW",22.409705806976,27.8105468749929,13.6864700317383,914.665161132813
"102",102,38.54387,-78.41734,"year_2010","SW",27.363704376976,27.8105468749929,13.6864700317383,914.665161132813
"103",103,38.54387,-78.41734,"year_2011","SW",26.960704496976,27.8105468749929,13.6864700317383,914.665161132813
"104",104,38.54387,-78.41734,"year_2012","SW",26.798705746976,27.8105468749929,13.6864700317383,914.665161132813
"105",105,38.54387,-78.41734,"year_2013","SW",24.558705976976,27.8105468749929,13.6864700317383,914.665161132813
"106",106,38.54387,-78.41734,"year_2014","SW",23.782704996976,27.8105468749929,13.6864700317383,914.665161132813
"107",107,38.54387,-78.41734,"year_2015","SW",24.525705026976,27.8105468749929,13.6864700317383,914.665161132813
"108",108,38.54387,-78.41734,"year_2016","SW",25.584705046976,27.8105468749929,13.6864700317383,914.665161132813
"109",109,38.54397,-78.42306,"year_2005","NW",26.481876576832,29.5710964202832,18.1143245697021,676.505615234375
"110",110,38.54397,-78.42306,"year_2006","NW",26.414875226832,29.5710964202832,18.1143245697021,676.505615234375
"111",111,38.54397,-78.42306,"year_2007.","NW",25.352876866832,29.5710964202832,18.1143245697021,676.505615234375
"112",112,38.54397,-78.42306,"year_2008","NW",25.873876766832,29.5710964202832,18.1143245697021,676.505615234375
"113",113,38.54397,-78.42306,"year_2009","NW",23.776876646832,29.5710964202832,18.1143245697021,676.505615234375
"114",114,38.54397,-78.42306,"year_2010","NW",28.730875216832,29.5710964202832,18.1143245697021,676.505615234375
"115",115,38.54397,-78.42306,"year_2011","NW",28.327875336832,29.5710964202832,18.1143245697021,676.505615234375
"116",116,38.54397,-78.42306,"year_2012","NW",28.165876586832,29.5710964202832,18.1143245697021,676.505615234375
"117",117,38.54397,-78.42306,"year_2013","NW",25.925876816832,29.5710964202832,18.1143245697021,676.505615234375
"118",118,38.54397,-78.42306,"year_2014","NW",25.149875836832,29.5710964202832,18.1143245697021,676.505615234375
"119",119,38.54397,-78.42306,"year_2015","NW",25.892875866832,29.5710964202832,18.1143245697021,676.505615234375
"120",120,38.54397,-78.42306,"year_2016","NW",26.951875886832,29.5710964202832,18.1143245697021,676.505615234375
"121",121,38.54472,-78.4174,"year_2005","NW",24.542239330432,27.8063564300491,8.39722728729248,923.908325195313
"122",122,38.54472,-78.4174,"year_2006","NW",24.475237980432,27.8063564300491,8.39722728729248,923.908325195313
"123",123,38.54472,-78.4174,"year_2007.","NW",23.413239620432,27.8063564300491,8.39722728729248,923.908325195313
"124",124,38.54472,-78.4174,"year_2008","NW",23.934239520432,27.8063564300491,8.39722728729248,923.908325195313
"125",125,38.54472,-78.4174,"year_2009","NW",21.837239400432,27.8063564300491,8.39722728729248,923.908325195313
"126",126,38.54472,-78.4174,"year_2010","NW",26.791237970432,27.8063564300491,8.39722728729248,923.908325195313
"127",127,38.54472,-78.4174,"year_2011","NW",26.388238090432,27.8063564300491,8.39722728729248,923.908325195313
"128",128,38.54472,-78.4174,"year_2012","NW",26.226239340432,27.8063564300491,8.39722728729248,923.908325195313
"129",129,38.54472,-78.4174,"year_2013","NW",23.986239570432,27.8063564300491,8.39722728729248,923.908325195313
"130",130,38.54472,-78.4174,"year_2014","NW",23.210238590432,27.8063564300491,8.39722728729248,923.908325195313
"131",131,38.54472,-78.4174,"year_2015","NW",23.953238620432,27.8063564300491,8.39722728729248,923.908325195313
"132",132,38.54472,-78.4174,"year_2016","NW",25.012238640432,27.8063564300491,8.39722728729248,923.908325195313
"133",133,38.54566,-78.41756,"year_2005","SW",25.02677992608,27.7858543395947,16.217170715332,925.880187988281
"134",134,38.54566,-78.41756,"year_2006","SW",24.95977857608,27.7858543395947,16.217170715332,925.880187988281
"135",135,38.54566,-78.41756,"year_2007.","SW",23.89778021608,27.7858543395947,16.217170715332,925.880187988281
"136",136,38.54566,-78.41756,"year_2008","SW",24.41878011608,27.7858543395947,16.217170715332,925.880187988281
"137",137,38.54566,-78.41756,"year_2009","SW",22.32177999608,27.7858543395947,16.217170715332,925.880187988281
"138",138,38.54566,-78.41756,"year_2010","SW",27.27577856608,27.7858543395947,16.217170715332,925.880187988281
"139",139,38.54566,-78.41756,"year_2011","SW",26.87277868608,27.7858543395947,16.217170715332,925.880187988281
"140",140,38.54566,-78.41756,"year_2012","SW",26.71077993608,27.7858543395947,16.217170715332,925.880187988281
"141",141,38.54566,-78.41756,"year_2013","SW",24.47078016608,27.7858543395947,16.217170715332,925.880187988281
"142",142,38.54566,-78.41756,"year_2014","SW",23.69477918608,27.7858543395947,16.217170715332,925.880187988281
"143",143,38.54566,-78.41756,"year_2015","SW",24.43777921608,27.7858543395947,16.217170715332,925.880187988281
"144",144,38.54566,-78.41756,"year_2016","SW",25.49677923608,27.7858543395947,16.217170715332,925.880187988281
"145",145,38.54632,-78.41766,"year_2005","NW",24.590183246368,27.8409671783414,30.3355026245117,917.793029785156
"146",146,38.54632,-78.41766,"year_2006","NW",24.523181896368,27.8409671783414,30.3355026245117,917.793029785156
"147",147,38.54632,-78.41766,"year_2007.","NW",23.461183536368,27.8409671783414,30.3355026245117,917.793029785156
"148",148,38.54632,-78.41766,"year_2008","NW",23.982183436368,27.8409671783414,30.3355026245117,917.793029785156
"149",149,38.54632,-78.41766,"year_2009","NW",21.885183316368,27.8409671783414,30.3355026245117,917.793029785156
"150",150,38.54632,-78.41766,"year_2010","NW",26.839181886368,27.8409671783414,30.3355026245117,917.793029785156
"151",151,38.54632,-78.41766,"year_2011","NW",26.436182006368,27.8409671783414,30.3355026245117,917.793029785156
"152",152,38.54632,-78.41766,"year_2012","NW",26.274183256368,27.8409671783414,30.3355026245117,917.793029785156
"153",153,38.54632,-78.41766,"year_2013","NW",24.034183486368,27.8409671783414,30.3355026245117,917.793029785156
"154",154,38.54632,-78.41766,"year_2014","NW",23.258182506368,27.8409671783414,30.3355026245117,917.793029785156
"155",155,38.54632,-78.41766,"year_2015","NW",24.001182536368,27.8409671783414,30.3355026245117,917.793029785156
"156",156,38.54632,-78.41766,"year_2016","NW",25.060182556368,27.8409671783414,30.3355026245117,917.793029785156
"157",157,38.54798821,-78.42462282,"year_2005","SW",27.42604387176,29.9704551696784,11.9067983627319,619.851623535156
"158",158,38.54798821,-78.42462282,"year_2006","SW",27.35904252176,29.9704551696784,11.9067983627319,619.851623535156
"159",159,38.54798821,-78.42462282,"year_2007.","SW",26.29704416176,29.9704551696784,11.9067983627319,619.851623535156
"160",160,38.54798821,-78.42462282,"year_2008","SW",26.81804406176,29.9704551696784,11.9067983627319,619.851623535156
"161",161,38.54798821,-78.42462282,"year_2009","SW",24.72104394176,29.9704551696784,11.9067983627319,619.851623535156
"162",162,38.54798821,-78.42462282,"year_2010","SW",29.67504251176,29.9704551696784,11.9067983627319,619.851623535156
"163",163,38.54798821,-78.42462282,"year_2011","SW",29.27204263176,29.9704551696784,11.9067983627319,619.851623535156
"164",164,38.54798821,-78.42462282,"year_2012","SW",29.11004388176,29.9704551696784,11.9067983627319,619.851623535156
"165",165,38.54798821,-78.42462282,"year_2013","SW",26.87004411176,29.9704551696784,11.9067983627319,619.851623535156
"166",166,38.54798821,-78.42462282,"year_2014","SW",26.09404313176,29.9704551696784,11.9067983627319,619.851623535156
"167",167,38.54798821,-78.42462282,"year_2015","SW",26.83704316176,29.9704551696784,11.9067983627319,619.851623535156
"168",168,38.54798821,-78.42462282,"year_2016","SW",27.89604318176,29.9704551696784,11.9067983627319,619.851623535156
"169",169,38.54853,-78.42367,"year_2005","SW",27.103226224608,29.7067871093667,24.4962062835693,661.02734375
"170",170,38.54853,-78.42367,"year_2006","SW",27.036224874608,29.7067871093667,24.4962062835693,661.02734375
"171",171,38.54853,-78.42367,"year_2007.","SW",25.974226514608,29.7067871093667,24.4962062835693,661.02734375
"172",172,38.54853,-78.42367,"year_2008","SW",26.495226414608,29.7067871093667,24.4962062835693,661.02734375
"173",173,38.54853,-78.42367,"year_2009","SW",24.398226294608,29.7067871093667,24.4962062835693,661.02734375
"174",174,38.54853,-78.42367,"year_2010","SW",29.352224864608,29.7067871093667,24.4962062835693,661.02734375
"175",175,38.54853,-78.42367,"year_2011","SW",28.949224984608,29.7067871093667,24.4962062835693,661.02734375
"176",176,38.54853,-78.42367,"year_2012","SW",28.787226234608,29.7067871093667,24.4962062835693,661.02734375
"177",177,38.54853,-78.42367,"year_2013","SW",26.547226464608,29.7067871093667,24.4962062835693,661.02734375
"178",178,38.54853,-78.42367,"year_2014","SW",25.771225484608,29.7067871093667,24.4962062835693,661.02734375
"179",179,38.54853,-78.42367,"year_2015","SW",26.514225514608,29.7067871093667,24.4962062835693,661.02734375
"180",180,38.54853,-78.42367,"year_2016","SW",27.573225534608,29.7067871093667,24.4962062835693,661.02734375
"181",181,38.5491,-78.418,"year_2005","NW",24.959421215216,28.1708869934059,19.8087596893311,870.696350097656
"182",182,38.5491,-78.418,"year_2006","NW",24.892419865216,28.1708869934059,19.8087596893311,870.696350097656
"183",183,38.5491,-78.418,"year_2007.","NW",23.830421505216,28.1708869934059,19.8087596893311,870.696350097656
"184",184,38.5491,-78.418,"year_2008","NW",24.351421405216,28.1708869934059,19.8087596893311,870.696350097656
"185",185,38.5491,-78.418,"year_2009","NW",22.254421285216,28.1708869934059,19.8087596893311,870.696350097656
"186",186,38.5491,-78.418,"year_2010","NW",27.208419855216,28.1708869934059,19.8087596893311,870.696350097656
"187",187,38.5491,-78.418,"year_2011","NW",26.805419975216,28.1708869934059,19.8087596893311,870.696350097656
"188",188,38.5491,-78.418,"year_2012","NW",26.643421225216,28.1708869934059,19.8087596893311,870.696350097656
"189",189,38.5491,-78.418,"year_2013","NW",24.403421455216,28.1708869934059,19.8087596893311,870.696350097656
"190",190,38.5491,-78.418,"year_2014","NW",23.627420475216,28.1708869934059,19.8087596893311,870.696350097656
"191",191,38.5491,-78.418,"year_2015","NW",24.370420505216,28.1708869934059,19.8087596893311,870.696350097656
"192",192,38.5491,-78.418,"year_2016","NW",25.429420525216,28.1708869934059,19.8087596893311,870.696350097656
"193",193,38.54999408,-78.41814034,"year_2005","NW",25.319264965216,28.5190105438182,18.3821144104004,824.797912597656
"194",194,38.54999408,-78.41814034,"year_2006","NW",25.252263615216,28.5190105438182,18.3821144104004,824.797912597656
"195",195,38.54999408,-78.41814034,"year_2007.","NW",24.190265255216,28.5190105438182,18.3821144104004,824.797912597656
"196",196,38.54999408,-78.41814034,"year_2008","NW",24.711265155216,28.5190105438182,18.3821144104004,824.797912597656
"197",197,38.54999408,-78.41814034,"year_2009","NW",22.614265035216,28.5190105438182,18.3821144104004,824.797912597656
"198",198,38.54999408,-78.41814034,"year_2010","NW",27.568263605216,28.5190105438182,18.3821144104004,824.797912597656
"199",199,38.54999408,-78.41814034,"year_2011","NW",27.165263725216,28.5190105438182,18.3821144104004,824.797912597656
"200",200,38.54999408,-78.41814034,"year_2012","NW",27.003264975216,28.5190105438182,18.3821144104004,824.797912597656
"201",201,38.54999408,-78.41814034,"year_2013","NW",24.763265205216,28.5190105438182,18.3821144104004,824.797912597656
"202",202,38.54999408,-78.41814034,"year_2014","NW",23.987264225216,28.5190105438182,18.3821144104004,824.797912597656
"203",203,38.54999408,-78.41814034,"year_2015","NW",24.730264255216,28.5190105438182,18.3821144104004,824.797912597656
"204",204,38.54999408,-78.41814034,"year_2016","NW",25.789264275216,28.5190105438182,18.3821144104004,824.797912597656
"205",205,38.55088172,-78.4182462,"year_2005","NW",25.495018490576,28.6635742187468,19.7918281555176,802.38037109375
"206",206,38.55088172,-78.4182462,"year_2006","NW",25.428017140576,28.6635742187468,19.7918281555176,802.38037109375
"207",207,38.55088172,-78.4182462,"year_2007.","NW",24.366018780576,28.6635742187468,19.7918281555176,802.38037109375
"208",208,38.55088172,-78.4182462,"year_2008","NW",24.887018680576,28.6635742187468,19.7918281555176,802.38037109375
"209",209,38.55088172,-78.4182462,"year_2009","NW",22.790018560576,28.6635742187468,19.7918281555176,802.38037109375
"210",210,38.55088172,-78.4182462,"year_2010","NW",27.744017130576,28.6635742187468,19.7918281555176,802.38037109375
"211",211,38.55088172,-78.4182462,"year_2011","NW",27.341017250576,28.6635742187468,19.7918281555176,802.38037109375
"212",212,38.55088172,-78.4182462,"year_2012","NW",27.179018500576,28.6635742187468,19.7918281555176,802.38037109375
"213",213,38.55088172,-78.4182462,"year_2013","NW",24.939018730576,28.6635742187468,19.7918281555176,802.38037109375
"214",214,38.55088172,-78.4182462,"year_2014","NW",24.163017750576,28.6635742187468,19.7918281555176,802.38037109375
"215",215,38.55088172,-78.4182462,"year_2015","NW",24.906017780576,28.6635742187468,19.7918281555176,802.38037109375
"216",216,38.55088172,-78.4182462,"year_2016","NW",25.965017800576,28.6635742187468,19.7918281555176,802.38037109375
"217",217,38.551,-78.39986,"year_2005","SW",23.3092040784,26.6703186035162,18.8833045959473,1144.95874023438
"218",218,38.551,-78.39986,"year_2006","SW",23.2422027284,26.6703186035162,18.8833045959473,1144.95874023438
"219",219,38.551,-78.39986,"year_2007.","SW",22.1802043684,26.6703186035162,18.8833045959473,1144.95874023438
"220",220,38.551,-78.39986,"year_2008","SW",22.7012042684,26.6703186035162,18.8833045959473,1144.95874023438
"221",221,38.551,-78.39986,"year_2009","SW",20.6042041484,26.6703186035162,18.8833045959473,1144.95874023438
"222",222,38.551,-78.39986,"year_2010","SW",25.5582027184,26.6703186035162,18.8833045959473,1144.95874023438
"223",223,38.551,-78.39986,"year_2011","SW",25.1552028384,26.6703186035162,18.8833045959473,1144.95874023438
"224",224,38.551,-78.39986,"year_2012","SW",24.9932040884,26.6703186035162,18.8833045959473,1144.95874023438
"225",225,38.551,-78.39986,"year_2013","SW",22.7532043184,26.6703186035162,18.8833045959473,1144.95874023438
"226",226,38.551,-78.39986,"year_2014","SW",21.9772033384,26.6703186035162,18.8833045959473,1144.95874023438
"227",227,38.551,-78.39986,"year_2015","SW",22.7202033684,26.6703186035162,18.8833045959473,1144.95874023438
"228",228,38.551,-78.39986,"year_2016","SW",23.7792033884,26.6703186035162,18.8833045959473,1144.95874023438
"229",229,38.55178,-78.39008,"year_2005","NE",20.5481947242,26.7384853363047,33.429386138916,1133.41101074219
"230",230,38.55178,-78.39008,"year_2006","NE",20.4561937642,26.7384853363047,33.429386138916,1133.41101074219
"231",231,38.55178,-78.39008,"year_2007.","NE",19.4001940042,26.7384853363047,33.429386138916,1133.41101074219
"232",232,38.55178,-78.39008,"year_2008","NE",19.8461950642,26.7384853363047,33.429386138916,1133.41101074219
"233",233,38.55178,-78.39008,"year_2009","NE",17.7061937642,26.7384853363047,33.429386138916,1133.41101074219
"234",234,38.55178,-78.39008,"year_2010","NE",22.6051939342,26.7384853363047,33.429386138916,1133.41101074219
"235",235,38.55178,-78.39008,"year_2011","NE",22.1621950442,26.7384853363047,33.429386138916,1133.41101074219
"236",236,38.55178,-78.39008,"year_2012","NE",22.0091932642,26.7384853363047,33.429386138916,1133.41101074219
"237",237,38.55178,-78.39008,"year_2013","NE",19.8121946642,26.7384853363047,33.429386138916,1133.41101074219
"238",238,38.55178,-78.39008,"year_2014","NE",19.0851934742,26.7384853363047,33.429386138916,1133.41101074219
"239",239,38.55178,-78.39008,"year_2015","NE",19.7651937742,26.7384853363047,33.429386138916,1133.41101074219
"240",240,38.55178,-78.39008,"year_2016","NE",21.0061949042,26.7384853363047,33.429386138916,1133.41101074219
"241",241,38.5518,-78.4184,"year_2005","NE",23.59358709906,28.9923400878903,27.8402862548828,766.411987304688
"242",242,38.5518,-78.4184,"year_2006","NE",23.52658574906,28.9923400878903,27.8402862548828,766.411987304688
"243",243,38.5518,-78.4184,"year_2007.","NE",22.46458738906,28.9923400878903,27.8402862548828,766.411987304688
"244",244,38.5518,-78.4184,"year_2008","NE",22.98558728906,28.9923400878903,27.8402862548828,766.411987304688
"245",245,38.5518,-78.4184,"year_2009","NE",20.88858716906,28.9923400878903,27.8402862548828,766.411987304688
"246",246,38.5518,-78.4184,"year_2010","NE",25.84258573906,28.9923400878903,27.8402862548828,766.411987304688
"247",247,38.5518,-78.4184,"year_2011","NE",25.43958585906,28.9923400878903,27.8402862548828,766.411987304688
"248",248,38.5518,-78.4184,"year_2012","NE",25.27758710906,28.9923400878903,27.8402862548828,766.411987304688
"249",249,38.5518,-78.4184,"year_2013","NE",23.03758733906,28.9923400878903,27.8402862548828,766.411987304688
"250",250,38.5518,-78.4184,"year_2014","NE",22.26158635906,28.9923400878903,27.8402862548828,766.411987304688
